"행정구역별","품목별","항목","단위","2013 년",
"전  국","기타 식물성 원유(압착한 것)","생산액[백만원]","백만원","28957",
"전  국","기타 식물성 원유(압착한 것)","출하금액[백만원]","백만원","28322",
"전  국","기타 식물성 원유(압착한 것)","완제품 연말재고액[백만원]","백만원","2871",
"전  국","대두박","사업체수[개]","개","3",
"전  국","대두박","생산액[백만원]","백만원","580794",
"전  국","대두박","출하금액[백만원]","백만원","580505",
"전  국","대두박","완제품 연말재고액[백만원]","백만원","6422",
"전  국","기타 식물성 유박","사업체수[개]","개","3",
"전  국","기타 식물성 유박","생산액[백만원]","백만원","10276",
"전  국","기타 식물성 유박","출하금액[백만원]","백만원","10229",
"전  국","기타 식물성 유박","완제품 연말재고액[백만원]","백만원","141",
"전  국","콩기름(대두유)","사업체수[개]","개","11",
"전  국","콩기름(대두유)","생산액[백만원]","백만원","512949",
"전  국","콩기름(대두유)","출하금액[백만원]","백만원","515102",
"전  국","콩기름(대두유)","완제품 연말재고액[백만원]","백만원","9083",
"전  국","옥수수기름","사업체수[개]","개","5",
"전  국","옥수수기름","생산액[백만원]","백만원","59811",
"전  국","옥수수기름","출하금액[백만원]","백만원","60923",
"전  국","옥수수기름","완제품 연말재고액[백만원]","백만원","3380",
"전  국","올리브유","사업체수[개]","개","3",
"전  국","올리브유","생산액[백만원]","백만원","223406",
"전  국","올리브유","출하금액[백만원]","백만원","224677",
"전  국","올리브유","완제품 연말재고액[백만원]","백만원","847",
"전  국","마아가린","사업체수[개]","개","3",
"전  국","마아가린","생산액[백만원]","백만원","47047",
"전  국","마아가린","출하금액[백만원]","백만원","47009",
"전  국","마아가린","완제품 연말재고액[백만원]","백만원","1600",
"전  국","쇼트닝","사업체수[개]","개","3",
"전  국","쇼트닝","생산액[백만원]","백만원","77643",
"전  국","쇼트닝","출하금액[백만원]","백만원","77809",
"전  국","쇼트닝","완제품 연말재고액[백만원]","백만원","2420",
"전  국","기타 식물성 정제유 및 가공유","사업체수[개]","개","19",
"전  국","기타 식물성 정제유 및 가공유","생산액[백만원]","백만원","287014",
"전  국","기타 식물성 정제유 및 가공유","출하금액[백만원]","백만원","294424",
"전  국","기타 식물성 정제유 및 가공유","완제품 연말재고액[백만원]","백만원","8414",
"전  국","시유","사업체수[개]","개","39",
"전  국","시유","생산액[백만원]","백만원","2513504",
"전  국","시유","출하금액[백만원]","백만원","2512817",
"전  국","시유","완제품 연말재고액[백만원]","백만원","22659",
"전  국","연유","사업체수[개]","개","6",
"전  국","연유","생산액[백만원]","백만원","52651",
"전  국","연유","출하금액[백만원]","백만원","52330",
"전  국","연유","완제품 연말재고액[백만원]","백만원","1483",
"전  국","조제분유(우유기저)","사업체수[개]","개","5",
"전  국","조제분유(우유기저)","생산액[백만원]","백만원","194366",
"전  국","조제분유(우유기저)","출하금액[백만원]","백만원","197763",
"전  국","조제분유(우유기저)","완제품 연말재고액[백만원]","백만원","13576",
"전  국","분유","사업체수[개]","개","19",
"전  국","분유","생산액[백만원]","백만원","189062",
"전  국","분유","출하금액[백만원]","백만원","167269",
"전  국","분유","완제품 연말재고액[백만원]","백만원","45471",
"전  국","발효유","사업체수[개]","개","43",
"전  국","발효유","생산액[백만원]","백만원","1590215",
"전  국","발효유","출하금액[백만원]","백만원","1587412",
"전  국","발효유","완제품 연말재고액[백만원]","백만원","19818",
"전  국","버터","사업체수[개]","개","5",
"전  국","버터","생산액[백만원]","백만원","23959",
"전  국","버터","출하금액[백만원]","백만원","24284",
"전  국","버터","완제품 연말재고액[백만원]","백만원","743",
"전  국","치즈","사업체수[개]","개","34",
"전  국","치즈","생산액[백만원]","백만원","493579",
"전  국","치즈","출하금액[백만원]","백만원","487580",
"전  국","치즈","완제품 연말재고액[백만원]","백만원","33733",
"전  국","기타 낙농제품","사업체수[개]","개","26",
"전  국","기타 낙농제품","생산액[백만원]","백만원","205093",
"전  국","기타 낙농제품","출하금액[백만원]","백만원","203063",
"전  국","기타 낙농제품","완제품 연말재고액[백만원]","백만원","27799",
"전  국","아이스크림","사업체수[개]","개","27",
"전  국","아이스크림","생산액[백만원]","백만원","1046607",
"전  국","아이스크림","출하금액[백만원]","백만원","1048448",
"전  국","아이스크림","완제품 연말재고액[백만원]","백만원","19078",
"전  국","빙과","사업체수[개]","개","14",
"전  국","빙과","생산액[백만원]","백만원","476205",
"전  국","빙과","출하금액[백만원]","백만원","477083",
"전  국","빙과","완제품 연말재고액[백만원]","백만원","7624",
"전  국","쌀(도정한 것)","사업체수[개]","개","82",
"전  국","쌀(도정한 것)","생산액[백만원]","백만원","1512599",
"전  국","쌀(도정한 것)","출하금액[백만원]","백만원","1498974",
"전  국","쌀(도정한 것)","완제품 연말재고액[백만원]","백만원","55626",
"전  국","보리쌀(도정한 것)","사업체수[개]","개","7",
"전  국","보리쌀(도정한 것)","생산액[백만원]","백만원","48954",
"전  국","보리쌀(도정한 것)","출하금액[백만원]","백만원","50247",
"전  국","보리쌀(도정한 것)","완제품 연말재고액[백만원]","백만원","1084",
"전  국","기타 도정 곡물","사업체수[개]","개","11",
"전  국","기타 도정 곡물","생산액[백만원]","백만원","78319",
"전  국","기타 도정 곡물","출하금액[백만원]","백만원","82987",
"전  국","기타 도정 곡물","완제품 연말재고액[백만원]","백만원","3046",
"전  국","도정 부산물","사업체수[개]","개","12",
"전  국","도정 부산물","생산액[백만원]","백만원","57334",
"전  국","도정 부산물","출하금액[백만원]","백만원","57028",
"전  국","도정 부산물","완제품 연말재고액[백만원]","백만원","878",
"전  국","밀가루","사업체수[개]","개","18",
"전  국","밀가루","생산액[백만원]","백만원","1429109",
"전  국","밀가루","출하금액[백만원]","백만원","1429860",
"전  국","밀가루","완제품 연말재고액[백만원]","백만원","30454",
"전  국","콩가루","사업체수[개]","개","7",
"전  국","콩가루","생산액[백만원]","백만원","5587",
"전  국","콩가루","출하금액[백만원]","백만원","5685",
"전  국","콩가루","완제품 연말재고액[백만원]","백만원","211",
"전  국","옥수수가루","사업체수[개]","개","8",
"전  국","옥수수가루","생산액[백만원]","백만원","117418",
"전  국","옥수수가루","출하금액[백만원]","백만원","117426",
"전  국","옥수수가루","완제품 연말재고액[백만원]","백만원","1688",
"전  국","기타 곡물가루","사업체수[개]","개","44",
"전  국","기타 곡물가루","생산액[백만원]","백만원","129771",
"전  국","기타 곡물가루","출하금액[백만원]","백만원","127919",
"전  국","기타 곡물가루","완제품 연말재고액[백만원]","백만원","5955",
"전  국","소맥피","사업체수[개]","개","2",
"전  국","소맥피","생산액[백만원]","백만원","...",
"전  국","소맥피","출하금액[백만원]","백만원","...",
"전  국","소맥피","완제품 연말재고액[백만원]","백만원","...",
"전  국","제분 부산물","사업체수[개]","개","3",
"전  국","제분 부산물","생산액[백만원]","백만원","3182",
"전  국","제분 부산물","출하금액[백만원]","백만원","3187",
"전  국","제분 부산물","완제품 연말재고액[백만원]","백만원","68",
"전  국","제과용 혼합분말 및 반죽","사업체수[개]","개","68",
"전  국","제과용 혼합분말 및 반죽","생산액[백만원]","백만원","740520",
"전  국","제과용 혼합분말 및 반죽","출하금액[백만원]","백만원","740227",
"전  국","제과용 혼합분말 및 반죽","완제품 연말재고액[백만원]","백만원","16611",
"전  국","선식류","사업체수[개]","개","22",
"전  국","선식류","생산액[백만원]","백만원","109551",
"전  국","선식류","출하금액[백만원]","백만원","106974",
"전  국","선식류","완제품 연말재고액[백만원]","백만원","10775",
"전  국","앙금류","사업체수[개]","개","17",
"전  국","앙금류","생산액[백만원]","백만원","115137",
"전  국","앙금류","출하금액[백만원]","백만원","114387",
"전  국","앙금류","완제품 연말재고액[백만원]","백만원","3393",
"전  국","씨리얼식품","사업체수[개]","개","6",
"전  국","씨리얼식품","생산액[백만원]","백만원","149001",
"전  국","씨리얼식품","출하금액[백만원]","백만원","148647",
"전  국","씨리얼식품","완제품 연말재고액[백만원]","백만원","7539",
"전  국","기타 곡물조제식품","사업체수[개]","개","34",
"전  국","기타 곡물조제식품","생산액[백만원]","백만원","72689",
"전  국","기타 곡물조제식품","출하금액[백만원]","백만원","72592",
"전  국","기타 곡물조제식품","완제품 연말재고액[백만원]","백만원","2969",
"전  국","고구마전분","사업체수[개]","개","6",
"전  국","고구마전분","생산액[백만원]","백만원","7333",
"전  국","고구마전분","출하금액[백만원]","백만원","7225",
"전  국","고구마전분","완제품 연말재고액[백만원]","백만원","165",
